title,title_year,mdl_id,networks,genres,tags
Under the Queen's Umbrella,Under the Queen's Umbrella (2022),705857,"Netflix,tvN","Historical,Comedy,Drama,Political","Motherhood,Mother-Son Relationship,Palace Setting,Royalty,Black Comedy,Queen Female Lead,Joseon Dynasty,Royal Family,Historical Fiction,Prince Supporting Character"
